id,entext
519046, "And what do you think?"
519047, "Oh, I don't know what to believe!"
519048, "Whatever the case, Rubin is a man that can stand up for himself. So where is he?"
519049, "I'm making a panacea-and so does he. I want to know if he's had any luck."
519050, "I want to talk to him. About my father's death, for one."
519051, "Your face is terrifying... No, I can't tell you. I don't think you're up to any good."
519052, "Whatever, I'll find him without your help."
519053, "Fine, Lara. I'm making a remedy that helps with the Sand Plague. I need his advice."
519054, "Can you promise me that you'll never reveal his hideout to anyone? Can you swear on your father's memory?"
519055, "I can."
519056, "No. I won't swear on my father's memory."
519057, "Your fear speaks for itself. I won't reveal to you where he is."
519058, "As you wish."
519059, "I do. I'm tired of his moronic spite."
519060, "There was a curious sample by his microscope. I've taken a look, but I'm not sure what I saw."
519066, "So who can this be?"
519067, "Rubin is the only person who can answer that question, I'm afraid. We should hurry and find him before his persecutors do. I would even be willing to break my word for that. But you said he's not in his prosectorium, right?"
519068, "No, he is not."
519069, "Perhaps he is back by now."
519070, "I think Yulia and Lara keep in touch with him... or rather he keeps in touch with them. Perhaps they know something. Try to get to Lara while I'm analyzing this sample."
519071, "You are one stubborn oynon."
519072, "Don't forget to get a sample from him."
519073, "Do you have a plan?"
519074, "Master Rubin, who doesn't trust me and is concealing something important, has an unusual source of infected tissue. He's using it to conduct his first experiments. It is not a vaccine, of course, but it's something. I think it might be of interest to you as well."
519075, "You have my attention."
519076, "Seems like Rubin is working with a mysterious carrier of the disease that has weakened microbial culture in their blood. I doubt we could make a vaccine from it-your reagents seem to deal with it all too mercilessly. I wonder what had weakened the infection though..."
519077, "Disaster is a big word."
519078, "An appropriate one. I couldn't extract living bacteria, and this little... muck that it leaves behind in dead bodies is of no use... Not to mention that there are no antibodies. But I'm not losing hope."
519079, "Why not?"
519080, "What's your vaccine-making process?"
519081, "Oh, this out-of-the-way hole-pardon me once again for saying so-knows only one process. The microbial culture is treated with natural agents so that it adapts... Well, Rubin treats it, I test the results. You know all this though, don't you?"
519082, "Why is obtaining living bacteria so important?"
519083, "Because the purpose of a vaccine is to give the organism a chance to develop immunity. To teach it how to fight the infection. It's obvious! I wonder how a strong and healthy organism would react to these... bacterial experiments?"
519084, "Yeah, it won't fight. It'll probably just reject the sample."
519085, "I know how vaccines work, I'm not an idiot. I just wanted to double-check if you're positive there are no antibodies in dead tissue."
519086, "I know all this better than you do. See you later."
519087, "You and Rubin are working on a vaccine. What does it have to do with me? I'm not trying to extract the bacteria."
519088, "Most certainly. But we ought to look further."
519089, "Where?"
519090, "You need the antibodies though, don't you? Just listen to me before you refuse my advice."
519091, "I'm listening."
519092, "Who is the carrier?"
519093, "Beats me. Rubin is keeping tantalizingly mum about the whole business. You're closer to him than I am, though; perhaps he'd be willing to share with you the information that he is concealing from me."
519094, "Rubin hates me."
519095, "He absolutely doesn't. Last time we talked, I described your feats in detail and proved that his suspicions were completely baseless. You're his hero now, and he's deeply ashamed of his tantrum."
519096, "Where do I find him?"
519097, "That is something I cannot tell you. I gave my word."
519098, "What? This makes no sense."
519099, "This shadowy scheming and double-dealing is absurd. I have no need for cardboard excuses. Have a nice day."
519100, "Telling me would be in your best interests though, wouldn't it?"
519101, "Sating your curiosity is not in my best interests, no. Rubin shares his findings with me-and for me that's enough. Even if the microbes turn out to have come from his own saliva, I don't care. You are the one who does."
519102, "Rubin's trust is very precious to me-and it's so very fragile. If he finds out that it was I who told you where his lair is-a lair that's being actively sought after by numerous armed robbers, I must add-I will lose a very important ally. No way. You're free to look for Rubin yourself."
519103, "I won't ever abuse this knowledge. I can give you my word."
519104, "Okay. How did you manage to find him?"
519105, "And where do I start?"
519106, "I was introduced to him by a lovely lady called Lara Ravel. She is a very kind, gentle creature. I suppose it would be very hard to be accepted as her guest without a stellar reputation, but you'll probably fight your way in somehow."
519107, "I see where you're going with this. It's this thing people call a 'joke', right?"
519108, "Sounds like too much fuss. I'll handle it myself."
519109, "What are you doing, my good people?"
519110, "Stay out of it, you nutjob! Or you'll taste my knife all right..."
519111, "You shouldn't have said that. Here it comes!"
519112, "All right, calm down now, all right! I'm going..."
519113, "We ain't no good people, and we sure as hell ain't yours. Gotta pick them dirty punks' noses with our knives! They're showin' off a lil' bit too much, y'see, them jackanapeses. Did Bad Grief send you?"
519114, "Maybe he did, maybe he didn't..."
519115, "Were you?"
519116, "Y'know what, get lost then before we peel your face off your skull!"
519117, "Oh my... That was colourful. Eat this!"
519118, "All right, calm down now, all right! I'm going..."
519119, "Unmount your ambush, you unshaven scum."
519120, "What the hell're you babblin' about here, tailcove?"
519121, "'Agathay onay ethay ogothpay'. Got it, tailcove? Now ready, set, go. I want to see your heels flashing."
519122, "Eat this, you asshole! Who do you think you're calling a 'tailcove'...."
519123, "We'll meet again, cheeky face..."
519124, "Hope so."
519125, "How about we sort it out right here, assface?"
519126, "Parley, parley..."
519127, "Take this weapon. It's handmade. Granddad said it used to be a fowling piece... Well, the hammer's different and the barrel has been somewhat modified. It can use rifle ammo or shot cartridges. Know where to get those?"
519128, "Calm down. I will do you no harm."
519129, "And where are the crooks? How did they let you through?"
519130, "It's all right. They are no more."
519131, "They're dead. All of them."
519132, "Cool! Did you do that all by yourself...?"
519133, "All by myself."
519134, "Would you look at him! Listen, this means we ought to thank you somehow..."
519135, "It would help."
519136, "Who do you children think you're dealing with? Have you lost your marbles?"
519137, "Watch your tongue! We ain't no children. We are Soul-and-a-Halves! And there's more than enough of us back home. Multiply that by two too 'cause our pets fight alongside us. We are a force to be reckoned with."
519138, "Well, the guys by the door weren't exactly trembling with fear."
519139, "Whaddya want? What? We won't give up our dogs! We'll fight back!"
519140, "What dogs?"
519141, "Well, don't give them up then. Your choice."
519142, "So you aren't a thief?"
519143, "No. I'm not a thief and you know it."
519144, "I'm joking. Aren't you a bit young for knife fights?"
519145, "What pets?"
519146, "Our Halves. The thieves hate them. They hate them all: dogs, cats, crows, owls, rats. Especially dogs!"
519147, "Is that why they were waiting for you by the entrance?"
519148, "No thank you. Farewell. And don't go about looking for trouble anymore."
519149, "Help me out here."
519150, "Ammo is rare. It can be found here and there... Always in small quantities. We've ordered our girls to go out looking for it. You could ask them! They will probably trade ammo and cartriges for their girly treasures..."
519151, "I'll figure it out, thank you."
519152, "Great Mother! Does it shoot at all?"
519153, "It does, but you have to find suitable ammo."
519154, "And what ammo is suitable?"
519155, "Obviously."
519156, "I think it will do better in my hands than in yours."
519157, "Maybe I am. Want to help out?"
519158, "That depends on what you're up to."
519159, "I'm up to a good thing. My Soul-and-a-Halves are sneaking about everywhere-watching out for enemy Dogheads, catching Halves, and just generally messing around. So I want to use them for the greater good. Even Sticky will turn green with envy."
519160, "What kind of greater good?"
519161, "Who is Sticky?"
519162, "Just a bloke. Thinks he's the sharpest. Likes to stick his nose everywhere, won't miss anything fun for the life of him. The more dangerous, the better. Quite above himself too... Wouldn't join our gang... Eh, why are we even talking about him!"
519163, "What do you want to talk about then?"
519164, "We will scout out which houses have been infected. We'll make a map of them every day. Imagine that! If it goes well, the Bachelor himself will happily trade his right arm for such a map!"
519165, "Interesting. Will you show me?"
519166, "We can even make a copy for you if you want. Can you do us a favour in return?"
519167, "How many?"
519168, "Give us ten protective mixtures, and the map is yours. And don't you think I'm being greedy-I just need the infusions to equip the scouts with."
519169, "I agree. We have a deal."
519170, "No. It's a hard task that would take too much time."
519171, "Hardly. Unless someone lends you a hand..."
519174, "What kind of favour?"
519175, "Your father knew some awesome rare recipes for twyrine infusions. He wrote down the ones that protected from the Sand Plague after the First Outbreak. Can you make them?"
519177, "He landed himself in a soup with some bandits."
519178, "Is that because of the Halves? I must have heard about it! Grief demanded they get rid of their wardogs! Were they defending their cubs?"
519179, "Yes, most likely."
519180, "Well done, Notkin! Don't you think he would pick a quarrel over nothing..."
519181, "How did he manage to settle so close to a bandits' den anyway?"
519182, "He had a quarrel... with another boy. Khan. Khan is a brave boy as well, and very high-handed, too. They used to be best friends. Now Khan lives in the Polyhedron and the proud Notkin struggles among bandits in a small hut at the Warehouses... It's a long story. How can I thank you?"
519184, "I don't need anything. Helping you makes me happy already."
519185, "Calm down. He's fine."
519186, "Thank you... What did you do to the bandits?"
519187, "I killed them. I had to."
519188, ".......But you have helped Notkin. Would you please allow me to thank you?"
519189, "No. I don't need anything."
519191, "Castle?"
519192, "It's by the southern Warehouses. That is where the Soul-and-a-Halves-that's what they're calling themselves-live. He is not an urchin, he is just... independent and parentless. And he is getting out of hand. Maybe you could go and check on him? What if he is indeed in danger?"
519193, "A 'pit'? What's that?"
519194, "Well... That is what Maria and I call our visions. She calls hers a 'flight', I call mine a 'pit'. That's peculiar because mine are usually joyful, while hers are grim. Or maybe it's just me. So will you check on Notkin?"
519195, "How do I find them?"
519196, "Sorry, I'm too busy."
519197, "Will he keep it?"
519198, "I've seen his eyes. He's the type that always keeps their word."
519199, "I don't know."
519200, "Well, you dunno, I dunno, nothin' to talk about then. Ain't nothin' to look at here, Burakh."
519201, "Damn...."
519202, "What does it mean?"
519203, "What it means is our thieves' talk, and you ain't got nothin' to do with it. So stop bein' smart and go. They'll do what you tell 'em to."
519204, "Hope so."
519205, "Whaddya think I am, some kind of kid-killin' monster? Even though the lil' punks re nasty, so so nasty... No. I only ordered for the rabid dogs to be taken away from 'em. They're getting' out of hand."
519206, "Maybe you aren't a monster, but the people you've sent came with their knives sharpened."
519207, "...To scare 'em a tiny lil' bit, perhaps?"
519208, "Or perhaps not, Grief? How about ordering your thieves to leave? The times are tough, you know, it's no child's play... Rats are more dangerous than dogs these days."
519209, "Yes, I must have got it wrong. I'll be going then."
519210, "He'll ask me what the matter is."
519211, "The most profitable ever, you answer. Nobody will ever lay a finger on him here, we ain't no enemies to ourselves. You believe me?"
519212, "I do. I'll bring him over."
519213, "No. I don't believe you."
519214, ""
519215, "Most honoured master Burakh! Or rather oynon Burakh. You will be called that soon... for you are the keeper of knowledge. A warden, a menkhu... a surgeon, so to say. And even more than that. So, have you looked into the matter of your inheritance?"
519216, "I have. Nothing is more important for me right now."
519217, "My daughter told me about these... doomed children that the deceased used to... take care of. I see no point in hiding the truth from you. The brand this... mysterious subject is marked with belongs to the secret steppe code. Can you read Longmark? The so-called 'circles or copious brands'?"
519218, "No."
519219, "You've been away for a while... Pray forgive me... Yes, you were but a child when you left... Longmark is a kind of alphabet. The signs that the bulls were branded with. Each of them has many meanings. Each sign is a song. A magical story told in lines. A spell."
519220, "Yes, I see what you mean."
519221, "I don't know this secret code. The Kin does. Maybe some of the odongh Worms or the butchers... And I have to admit, it is me who stands between you and these secrets. I've locked up all inhabitants of the Termitary."
519222, "Why?"
519223, "Pray forgive me...! The're an epidemic. A quarantine. I cannot violate it. There are about eight thousands inside. What if the disease finds a way in?"
519224, "What if it already has?"
519225, "Most respected Bachelor Dankovskiy... has already harassed me with these pointless questions. If the disease is already inside, then there's all the more reason to keep the doors shut. But enough about that. I want to help you. You want to know the meaning of the brand, don't you?"
519226, "I do."
519227, "A few butchers managed to escape the Termitary before it was blocked off. I propose a deal. I've explained to you how you may find them helpful, so you will be looking for them anyway. After you find them, tell me where they are. If you promise to do so, I'll tell you where to start."
519228, "I agree."
519229, "I am no snitch."
519230, "I'm not going to kill them. I must keep an eye on them, however. Don't you realize? Can't you see what's going on? Any possible carrier of the disease has to be isolated! Moreover, mind your obligation..."
519231, "Fine. You've convinced me."
519232, "No."
519233, "There is a shack... I've tried sending people over there already, they were greeted coldly. A certain lady lives in it... She is always in the loop; she knows the butchers' ways and what they're after. They say she was begotten by an odongh and a twyre bride... Start off there. She will treat you with respect."
519234, "How come?"
519235, "Well... You're Isidor Burakh's son. The eldest Burakh now. It means a lot to them that you are from a menkhu family. Menkhu aren't just surgeons or butchers; they are healers. An almost sacred role... a spiritual one, so to say. All in all, the lady will honor your request and tell you about the runaways."
519236, "Well... if that is enough, I'm going. Show me the place."
519237, "A bride?"
519238, "The gatherers... They've got these virgins, these so-called 'twyre brides'. They claim to chase the herbs from below the ground and onto the surface. You're supposed to know this, aren't you? In any case, they do know you. They acted as midwives when you were born..."
519239, "Is that so?"
519240, "I can deal with my inheritance myself."
519241, "An ill-judged reply. Or maybe you do know the meaning of the brand you've found inside the stash?"
519242, "So it's a brand! How come you know about it?"
519244, "You mean the hieroglyphic alphabet?"
519245, "A cruel decision."
519246, "So, what was it that you wanted to tell me?"
519247, "I'm glad you are still alive."
519248, "I want to speak to Foreman Oyun. Can you arrange that?"
519249, "I had to work hard to stay that way."
519250, "Wha-at? What Oyun? Why... with the Foreman? What Foreman? The current one?"
519251, "Yes. The current one, Oyun."
519252, "Why so anxious all of a sudden?"
519253, "Have the Mistresses told you about him? Yeah, I've lost one friend called Burakh already, and Foreman Oyun knows why... yes. He will pay for it... Anyway, I don't want to lose another."
519254, "He knows who killed my father?"
519255, "Does he... He knows all right. Allow me to say I'm pretty sure he's not unhappy about your father's death... Oyun, that is. He wouldn't be unhappy if you were to die either. No, there's no reason for you to meet him right now."
519256, "What do the Mistresses have to do with it? It's just rumours."
519257, "It's just rubbish, Artemy Burakh. You needn't meet him, not right now anyway."
519258, "I cannot agree with you."
519259, "Fine."
519260, "I want to see him."
519261, "What does he know?"
519262, "I haven't spoken to him yet. We'll have some extreme interrogation when he's back."
519263, "He went off to the Steppe. He's not in town at the moment. I think he's supposed to come back in a day or two."
519264, "Where is he now?"
519265, "When did he leave?"
519266, "Three days ago. Or maybe four. Exactly on the eve of your arrival, master Burakh."
519267, "So will you arrange for us to meet?"
519268, "I see."
519269, "The're a plot being woven against me. The Bachelor is nosing about the Termitary and the Abattoir... If I meet the Foreman, I'll give him another reason to suspect me... It'll all be fine, it will all settle... in time. But I wouldn't be so keen on meeting him if I were you."
519270, "That is for me to decide."
519271, "Thank you for the advice."
519272, ""
519273, "'Let us camp near the mountain, a suitable place... Let us camp next to the river, a suitable place...'"
519274, "What a strange coincidence... Do you know why I came here?"
519275, "'...for our herders to pitch up their bark-tents; for our shepherds to fill up their gullets.'"
519276, "I can imagine. You're looking for the runaway. Oh, it's such a shame that Fat Vlad managed to weasel his way into your circle of friends! That friendship will do you no good, oh no... But you're too late anyway. An outsider fop, a bachelor in a snakeskin coat, came by poking his nose everywhere. I've lead the runaway butchers into the Steppe. Otherwise he'd have shot them all dead."
519277, "Are they all gone?"
519278, "Does he have firearms?"
519279, "I think so-else he wouldn't be so confident as to attack butchers. He isn't you, he couldn't beat them with his bare hands."
519280, "Some are still hiding throughout the town. I'm planning to collect them one by one-I've found one already, and it won't take me too long to find the rest. The children of Suok have no reason to expire in this torture chamber. You can count on me, oynon. I won't let your people die. "
519281, "Do you know where I can find the butchers?"
519282, "Where is this one hiding?"
519283, "You wouldn't turn him in to Fat Vlad, would you? Promise?"
519284, "I promise."
519285, "This butcher's life is mine to command. I shall decide his fate-for my father."
519286, "Then I want his fate to be desided by you, not by Fat Vlad. I am counting on your decency. You are your father's son, aren’t you?"
519287, "I am."
519288, "Ok, I'll tell you. His hideout is the place that anyone with two legs runs away from today. Look for him there. But be careful. He is being hunted. Don't let the hunters catch you two-because they won't waste their time trying to get to know you."
519289, "Do you know what the longmark brands mean?"
519290, "How could I? Women aren't allowed to know that."
519291, "Pity."
519292, "Don't worry."
519293, ""
519294, "Why did you come, child of Boddho?"
519295, "What are you doing here?"
519296, "We were hired by the outsider oynon. He gave us a task, we had to open the dead up for him. He was looking for the disease inside them. There were four of us."
519297, "How did it go?"
519298, "Patrolmen came. Killed two of my brothers. Now they're after the third one. I've hidden here. The body that I opened up was taken away to be buried. I opened it up poorly, brother... I'm ashamed of that. I did manage to cut the small lines and prepare the thin tissues for the oynon though."
519299, "Okay. That's not why I'm looking for you."
519300, "I want to ask you about Longmark."
519301, "I have no knowledge of the circles of Longmark. I'm neither an oynon, nor a menkhu, nor a shaman."
519302, "What do you want?"
519303, "Tell me what this brand means. Look, I've drawn the sign for you."
519304, "Tell me what this brand means."
519305, "You are an oynon of a menkhu kin, are you not? I've seen this brand before. I don't know its lines. I've seen it in a terrible place. There is a corridor in the depths of the Abattoir, the route that Supremes take when they come from the Steppe to be celebrated. Oyun, the Foreman of the Abattoir, can explain the meaning to you."
519306, "Supremes?"
519307, "You don't know who Supremes are? You're joking."
519308, "Tell me."
519309, "You are joking. They cannot be called by name, for they are not to be talked about. What next? Are you going to tell me you don't know of the one that is called Bos Turokh?"
519310, "Are you talking about bulls?"
519311, "Are you talking about gods?"
519312, "Yes. Among other things. Don't play jokes on me, oynon. Don't make fun of me just because I'm a simple man."
519313, "What else can you tell me about this sign?"
519314, "If something is marked with this sign, then it is neither a man, nor a child of Boddho, nor of Suok. It's a Supreme. What you need is not a man, oynon. Your father had something to do with Those Who Walk the Corridor. It scares me. The brand is drawn there for a reason. They are not men. This is all I know."
519315, "Well, thanks anyway."
519316, "Be careful."
519317, "Are you aware that Olgimsky is after you?"
519318, "Boös Vlad? Yes, I know."
519319, "Get away from here as quickly as possible. I promised to lead him to your hideout if I ever find you."
519320, "As you wish. You've made a wise and honest choice."
519321, "Will you help me?"
519322, "All right. In any case, I need your help."
519323, "The local thief kingpin."
519324, "Oh, that lowlife... What does he want of me?"
519325, "He only said that your meeting would be mutually beneficial."
519326, "I'm not going to meet those pickpockets. They'll have to make do with Rubin."
519327, "I want to be completely honest with you, oynon. They will leave the boys be if you promise to come by."
519328, "Are the boys' lives in danger?"
519329, "They are."
519330, "All right. I'll go."
519331, "No, they're just picking on them."
519332, "I think he's simply mocking us."
519333, "The matter will settle itself then."
519334, "As you wish."
519335, "He sells weapons at a bargain price."
519336, "I've got a revolver already. Haven't shot once with it; hopefully I won't ever have to. I've been warned that it's prone to misfiring and will most likely just explode after ten or so shots."
519337, "Then do it for the kids. There are urchins living next to the thieves."
519338, "All right. As you wish."
519339, "I hope I manage to make what I want out of it. Meanwhile, how can I return your kindness? I have no money, but I can offer you something better-the drugs that are not available to the general public yet. I can't give them all right away though, so you'll have to choose what you want: immunogens, antibiotics, or painkillers?"
519340, "Immunogens."
519341, "Antibiotics."
519342, "Painkillers."
519343, "I'd rather have bandage packages."
519344, "A little bird told me."
519345, "Was this little bird Rubin?"
519346, "Rubin doesn't speak to me, oynon. Seems like he still believes that I'm guilty of patricide."
519347, "I can remedy that."
519348, "I would be very grateful. Good luck with the tissue."
519349, "Yes. You're talking about menkhu-they're butchers and wardens. That is their right. But it's not about morals."
519350, "Exactly. I need tissues of a person who died of the Sand Plague. I need them today, right now! I've tried to get them at the cemetery, but failed miserably. The patrolmen are vigilantly watching over the dead."
519351, "I'd reward you generously for that."
519352, "Deal. I'll do what I can, even though I still don't have the right to."
519353, "Why? Aren't you one of the-what do you call them...? Well, your father was a surgeon."
519354, "Nobody knows me here yet. But I've said my word. I'll do the best I can-if I can."
519355, "Please allow me to return the favour. Here are the medical supplies that are not available to the general public yet. I can't give them all to you, so choose what you want the most: immunogens, antibiotics, or painkillers?"
519356, "Immunogens."
519357, "Painkillers."
519358, "Antibiotics."
519360, "I'd rather have some bandage packages."
519361, "I want to ask you something, oynon. Something very important. It's about a panacea."
519362, "What are you talking about? The serum?"
519363, "Yes. Tell me how to extract antibodies from tissue."
519364, "First of all, they have to be there. If you're sure they are, then there are several general ways to go from there. A serum, after all, is just a blood component. As far as I understand, you can mix a sample of it with those... natural agents. We'll need to get a sample first though. Then go ahead. Experiment."
519365, "Right. An experiment like this has been successful once before."
519366, "So I've heard. Your father was a natural. So what did you want to ask of me? "
519367, "When you get down to studying a tissue sample, please see if there are antibodies in it."
519368, "I have no intention to hide my results from you, obviously. But, regrettably, I have serious doubts that they are going to make you happy; it doesn't look like human organisms can resist the disease at all. At least that's what I've been seeing so far, sadly..."
519369, "Yet my father's endeavours were a success."
519370, "That's all I'm hoping for. Don't worry, I'll tell you of my findings. The first results will become available as soon as tomorrow."
519371, "Thank you."
519372, "I know you are a killer. One of the worst killers anyone in this town has ever seen, in fact. You are charged with premediated murder of at least four people. The death of Simon Kain and your father are being looked into."
519373, "You have no proof."
519374, "But I will, damn it! If it weren't for Simon's death... And the sudden threat of an epidemic... If only they let me off the leash! Perhaps tonight I will finally get rid of it though. Your patron, Olgimsky, won't be able to veto my decisions then!"
519375, "I'm starting to like him."
519376, "Is there somewhere I can stay in this town?"
519377, "You've got estate here, I believe. Your late father had a house and a secret laboratory even."
519378, "My father's house is unclean."
519379, "Can't help you with that. It is your house."
519380, "Not any more."
519381, "Go to hell!"
519382, "Who is investigating my father's murder?"
519383, "No one at the moment."
519384, "Why?"
519385, "Because there's no time for that. There are matters of greater importance."
519386, "I'm not really sure what's keeping me from breaking your nose."
519387, "Who will take care of it and when?"
519388, "I will deal with your father's murder personally when I'm not distracted all the time and the order is restored. And something tells me that you won't be too happy with the results. I won't let you off the hook."
519389, "Undoubtedly."
519390, "That's better than nothing."
519391, "It is only out of respect for the Bachelor-he is for some reason absolutely sure of your innocence, that's understandable, he's an outsider after all-but it is only out of respect for him that I will hand you the inheritance. I will be watching every step you make, however. Don't even think about absconding."
519392, "Be my guest."
519393, "You may take possession of your inheritance. The affairs of the deceased were conducted by one Aspity. She lives nearby, her den is in the Crude Sprawl. You'll have to make do without a guide and find the way to her house on your own. And don't you dare leave the town! Your culpability is all but proven. It's almost over."
519394, "We'll see."
519395, "Watch your tongue!"
519396, "A shame I'm bound by my word! Or you'd be dealt with right here!"
519397, "I've come to take possession of my father's inheritance."
519398, "What I 'will do'? That's interesting."
519399, "Don't play innocent, Burakh. You were born here. You were raised here. Sometimes it even seems to me that I remember you. You must have seen the 'long strife' of the two Mistresses, Victoria and Nina. You know how Mistresses can see the future!"
519400, "So what do the late Mistresses say I will do?"
519401, "A living Mistress does. Katerina Saburova, my wife. She knows you will bring us much sorrow in the coming days. You'd be in jail already if not for Olgimsky's protection!"
519402, "Since when are a clairvoyant's words grounds for imprisonment?"
519403, "I'd put you in jail at my own risk, willingly. This isn't the Capital, your civil rights mean nothing here. Here, the scope of your rights is determined by the will of the rulers."
519404, "Got that already."
519405, "I never intended to."
519406, "I'll have to make use of what little time I have left then."
519407, "You kill a single living soul, and you're a dead man! Dead on the spot! You hear me? I will even distribute weapons to the townsfolk so that they can shoot you! I'll make you an outlaw so that anyone can put you down like a rabid dog!"
519408, "I see a rabid dog right before me."
519409, "I'll make you regret this conversation yet."
519410, "Why are you so self-assured, architect?"
519411, "Because I have the will to kill. It is easy for me to take the life of a living being. Living beings can feel that, and fear paralyzes them before I even strike."
519412, "Will is not enough. You have to have skill as well."
519413, "Where there's a will, there's a way. And I know how ways are supposed to work, be it archways or ways of taking lives. I've got a knack for it, it's an artist thing."
519414, "Is that so? It's hard to find a way in the Steppe."
519415, "It depends. And if I can't find a way, I can always make one. Perhaps they won't die, but they'll serve me just fine."
519416, "Why are you telling me all this?"
519417, "I'm telling you this, Steppe man, so that you know what to expect from me. Perhaps one day you'll need it."
519418, "My name is Artemy Burakh."
519419, "How do you know?"
519420, "I can see it in your eyes. How much?"
519421, "It isn't only twyre. Swevery, for one, is rare this season."
519422, "Well, let's trade."
519423, "I'll remember that."
519424, "So I've been told."
519425, "No use trying that on me."
519426, "One day you may encounter someone who knows their ways better than you."
519427, "You don't know anything about the Steppe."
519428, "We'll see."
519429, "Are a twyre buyer?"
519430, "No. But I'm its fervent admirer. And constant consumer, too."
519431, "Do you drink twyrine?"
519432, "I do."
519433, "How long have you been drinking it?"
519434, "What, are a you a doctor too? Have you all conspired to ask me the same questions? Or am I having a deja vu? Eh, no, I get it. All of you are the same person, right?"
519435, "'All of us' who?"
519436, "The touchy-feely girl and the guest-star scientist. All that's missing is my pulse measured and a kiss on the forehead. Yes, I am healthy, thank you very much."
519437, "Don't worry. I'm not going to kiss you on the forehead."
519438, "That much is obvious."
519439, "Does it help?"
519440, "It helps with inspiration, wish I could say the same about the heart rate. It is also a great way to deprive yourself of memory, which is often a very useful quality."
519441, "Actually, temporary amnesia comes with bad brain vessels."
519444, "Why is it that you hate me so much?"
519445, "You smell of blood."
519446, "Oh! You've got a keen nose."
519447, "I've got a keen heart."
519448, "I'm coming to see the Bachelor."
519449, "You'll have to bear with the smell of blood for as long as I have business to discuss with your tenant."
519450, "Blood smells like smoke. It smells of memory, knowledge, and ancient religion."
519451, "Heart? My favorite part."
519452, "Stop it... I want you to stop coming to my house!"
519453, "And empty eyes."
519454, "What are you burning in here? Is it harl or something?"
519455, "Heh! We're arming ourselves. Testing the improvised grenades. Smoke grens, they need care too. And we're also burning the fur."
519456, "Fur? What fur?"
519457, "Our animals' fur. We're combing them! But we've known each of them since the first day of their lives. It's nothing to worry about."
519458, "Sounds quite suspicious, what with the news about the outbreak."
519459, "And what kind of animals are they?"
519460, "Dogs. Cats. Rats. A wolf cub. Crows. Owls. Grass-snakes."
519461, "Bet the grass-snakes shed the most fur..."
519462, "I see."
519463, "What have I done to earn your respect?"
519464, "Your father was respected by us lot, so you will be too. If we get a connection, that is."
519465, "Did you know my father closely?"
519466, "Heh... He never went refusin' us lot help, and that was 'nough for me. Thou shalt respect kindness more than anything else."
519467, "So you had business with him?"
519468, "No way... I couldn't even get near him. He was a wise, well-respected man, your father was. Us children of dirt had no business rubbin' shoulders with a guy like this... It just feels good to have a spiritual beacon walk among us people-keepin' both himself and us in austerity."
519469, "Who could have killed him?"
519470, "Nobody's got nothin' to gain from that, I think. There was a tale goin' about though... that your honourable father was plannin' to finally take the proper place-the one that belonged to the guy by the rite and the right... of birth, that is."
519471, "What place?"
519472, "The place that ain't pointed at by no charters. But every single whelp in the Kin can see that invisible throne. Foreman Oyun sits it now, all comfy there like a slug on a fruit. Sittin' tight all right, but it looks mighty ugly..."
519473, "I see."
519474, "Planning? What do you mean?"
519475, "I mean what I say, mate. He has stated his willingness to do just that. Aye, you think nothin' of it. 'Twas not about ambition, 'twas only unavoidable fate. He must've foreseen hard trials comin'. And here they are! The Kin is all locked up, and the Sand Dirt's leakin' from every crevice."
519476, "Is that so..."
519477, "Well, keep yourself in good health, will you!"
519478, "Same to you."
519479, "We'll see."
519480, "That is true."
519481, "Those were unexpected words from you."
519482, "Do you?"
519483, "I have already heard that Saburov hates you. Katerina has scared him witless with her prophecies. It seems that he believes you to be more terrible a creature than shabnak-adyr herself. If he gets absolute authority, we will have to hide you. He will demand we turn you in."
519484, "How can he get absolute authority?"
519485, "Isn't his authority absolute already?"
519486, "Of course not. The town is governed by three families, just like before. The Saburov's position has grown stronger since mom died, however, since Katerina is the only Mistress left. Oh, I wonder how much longer I have to wait..."
519487, "What does Saburov want?"
519488, "Katerina is a weak Mistress. She can see the future, but I doubt she can change anything. Nor can she grant others strength like mom did... Saburov wants to make up for her weakness with his power. He wants to rule alone and with an iron fist."
519489, "How can he do that?"
519490, "He will do so on the pretext of curbing the epidemic. Have you heard what the Bachelor has announced?"
519491, "When is this likely to happen?"
519492, "It depends... If the Bachelor's suspicions are correct, it could even happen tomorrow. Hopefully it never does."
519493, "Hopefully."
519514, "A Bride. A true Bride now. I was but a girl yesterday. Now I dance with the Earth, sing to the herbs, and lure swevery out in the open with my very whisper."
519515, "Do you gather herbs?"
519516, "No. Gatherers gather herbs. I merely live. I caress the Earth, I kiss the Earth, I nourish it with my warmth. Every night I run through the herbs naked and sing lullabies to them. Every night demands a different lullaby. Every herb demands a different lullaby. I know them all. I know how to make herbs lush."
519517, "So you summon herbs from below the ground?"
519518, "Not all of them. Some of them."
519519, "Your husband is a lucky man."
519520, "He will be rich, but for that-he is never to touch me. That makes him miserable. Can you see how much I love him? Could it be that this generous summer has been conceived by my love? Herbs are everywhere; the world is a-herb; the odour makes my head spin! Herbs lull the world to sleep; my chosen one is sleeping. But I do not miss him."
519521, "Why?"
519522, "My father sold me to another man, he sold me to his odongh, the one that has made camp on the other side of the river. He could have become rich; I could have become well-respected. Perhaps there will be less herbs now. Perhaps none at all."
519523, "That's too bad."
